0,0,0
1.00E-01,-7.83E-08,-2.34782E-07
2.00E-01,-2.35E-07,-7.04346E-07
3.00E-01,-3.91E-07,-1.17391E-06
5.00E-01,-7.04E-07,-2.11301E-06
9.00E-01,-1.33E-06,-3.99114E-06
1.7,-2.58E-06,-7.74714E-06
3.3,-5.09E-06,-1.5258E-05
6.5,-1.01E-05,-3.02754E-05
12.9,-2.01E-05,-6.02928E-05
25.7,-4.01E-05,-0.000120258
51.3,-8.00E-05,-0.000239908
102.5,-1.59E-04,-0.000478098
204.9,-3.17E-04,-0.000950052
409.7,-6.25E-04,-0.001876482
819.3,-1.22E-03,-0.00366114
1.64E+03,-2.32E-03,-0.00697107
3.28E+03,-4.22E-03,-0.0126552
5.73E+03,-6.43E-03,-0.0192798
9.42E+03,-8.70E-03,-0.02608722
1.50E+04,-1.06E-02,-0.0319122
2.32E+04,-1.19E-02,-0.0357753
3.32E+04,-1.25E-02,-0.0374703
4.32E+04,-1.27E-02,-0.0380259
5.32E+04,-1.27E-02,-0.0381591
6.32E+04,-1.27E-02,-0.0381363
7.32E+04,-1.27E-02,-0.0380559
8.32E+04,-1.27E-02,-0.0379545
8.64E+04,-1.26E-02,-0.0379206
