0,0
60,-0.00211382
120,-0.00211382
180,-0.00211382
240,-0.00211382
301,-0.004215873
361,-0.006167233
420,-0.007118664
480,-0.007454828
541,-0.008195027
601,-0.009537057
661,-0.010590175
720,-0.010964091
780,-0.010964091
841,-0.011738053
901,-0.012211031
961,-0.012387881
1021,-0.012793492
1081,-0.014027186
1141,-0.014756554
1201,-0.015178847
1261,-0.016076129
1322,-0.016316269
1382,-0.016316269
1441,-0.016316269
1501,-0.016561601
1561,-0.016806993
1622,-0.016806993
1682,-0.01718324
1742,-0.017831307
1801,-0.017982937
1862,-0.017982937
1922,-0.017982937
1982,-0.018647296
2042,-0.018877422
2175,-0.021114736
2294,-0.022227444
2415,-0.023982946
2535,-0.024177579
2655,-0.024177579
2775,-0.02416189
2894,-0.024177579
3015,-0.024177579
3135,-0.024177579
3254,-0.024277583
3375,-0.024409154
3495,-0.024440713
3614,-0.025146137
3735,-0.025146137
3855,-0.025162014
3974,-0.026099913
4095,-0.026363554
4215,-0.026822412
4334,-0.026938413
4455,-0.027170628
4575,-0.02777779
4695,-0.027893902
4815,-0.02832178
4935,-0.028437955
5055,-0.028437955
5175,-0.028437955
5295,-0.029029948
5415,-0.029045887
5535,-0.029410823
5655,-0.029410823
5775,-0.030252105
5895,-0.030252105
6015,-0.030252105
6135,-0.031141838
6255,-0.031422615
6375,-0.032217968
6495,-0.032313391
6615,-0.032313391
6736,-0.032313391
6855,-0.032313391
6975,-0.032313391
7096,-0.032313391
7215,-0.032313391
7335,-0.032313391
7455,-0.03259467
7575,-0.033343106
7695,-0.03335894
7815,-0.03335894
7935,-0.03335894
8055,-0.03335894
8175,-0.03335894
8295,-0.03335894
8415,-0.03335894
8535,-0.03335894
8655,-0.03335894
8776,-0.03335894
8895,-0.03335894
9015,-0.03335894
9136,-0.03335894
9255,-0.03335894
9375,-0.03335894
9496,-0.034783111
9615,-0.035527782
9735,-0.036411577
9856,-0.036411577
9975,-0.036411577
10095,-0.036789862
10216,-0.036789862
10335,-0.036390284
10456,-0.036390284
10576,-0.036390284
10695,-0.036390284
10816,-0.036390284
10936,-0.036390284
11055,-0.036390284
11176,-0.036390284
11295,-0.036390284
11415,-0.036390284
11536,-0.036411577
11655,-0.036390284
11775,-0.036390284
11896,-0.036390284
12015,-0.036390284
12135,-0.036390284
12256,-0.036092057
12375,-0.036310353
12496,-0.036310353
12616,-0.036310353
12735,-0.036310353
12856,-0.03700831
12976,-0.037856185
13095,-0.038106859
13216,-0.038202845
13336,-0.038218931
13455,-0.038571139
13576,-0.038053538
13696,-0.038053538
13815,-0.037888171
13936,-0.037488154
14056,-0.037205495
14175,-0.037205495
14296,-0.037754815
14416,-0.03835235
14536,-0.03835235
14656,-0.03835235
14776,-0.038987513
14896,-0.038272262
15016,-0.03808553
15135,-0.03808553
